Time,Accident Type,Latitude,Longitude,Temperature,Humidity,Weather Conditions
2024-09-25 19:29:38,Minor,25.11043999,55.22088,93.2,75.44,Clear
2024-09-25 19:31:24,Minor,25.28055249,55.30715423,93.2,75.44,Clear
2024-09-25 19:33:20,Unknown Type,25.09416801,55.17472503,93.2,75.44,Clear
2024-09-25 19:33:51,Minor,25.13923979,55.26070176,93.2,75.44,Clear
2024-09-25 12:51:47,Unknown Type,25.16223,55.21692,102.1,40.17,Overcast
2024-09-25 12:53:37,Unknown Type,25.18511331,55.23803683,102.1,40.17,Overcast
2024-09-25 12:53:16,Minor,25.15983,55.32471999,102.1,40.17,Overcast
2024-09-25 12:56:51,Minor,24.92313375,55.09851204,102.1,40.17,Overcast
2024-09-25 12:27:27,Minor,25.00348401,55.08168207,102.1,40.17,Overcast
2024-09-25 12:35:30,Minor,25.19076,55.29582,102.1,40.17,Overcast
2024-09-25 12:06:34,Unknown Type,25.13544722,55.21428388,102.1,40.17,Overcast
2024-09-25 12:17:11,Unknown Type,25.21499361,55.32545429,102.1,40.17,Overcast
2024-09-25 12:20:17,Unknown Type,25.24907999,55.34399,102.1,40.17,Overcast
2024-09-25 12:26:13,Minor,24.95638998,55.15083302,102.1,40.17,Overcast
2024-09-25 12:32:14,Unknown Type,25.24284999,55.34476999,102.1,40.17,Overcast
2024-09-25 12:59:11,Unknown Type,25.26709609,55.41620944,102.1,40.17,Overcast
2024-09-25 12:04:26,Unknown Type,25.23117961,55.3666551,102.1,40.17,Overcast
2024-09-25 12:06:55,Minor,25.17992,55.24939,102.1,40.17,Overcast
2024-09-25 12:09:24,Unknown Type,25.21342,55.27677999,102.1,40.17,Overcast
2024-09-25 12:09:41,Minor,25.12693664,55.29421433,102.1,40.17,Overcast
2024-09-25 12:15:26,Minor,25.12047999,55.20597999,102.1,40.17,Overcast
2024-09-25 12:18:59,Minor,25.06596,55.23946999,102.1,40.17,Overcast
2024-09-25 12:31:22,Unknown Type,25.26940378,55.30570195,102.1,40.17,Overcast
2024-09-25 16:57:54,Unknown Type,24.8605047,55.05710526,100.2,55.199993,Overcast
2024-09-25 16:52:28,Unknown Type,25.00777781,55.16069445,100.2,55.199993,Overcast
2024-09-25 16:13:16,Unknown Type,25.12273999,55.20512,100.2,55.199993,Overcast
2024-09-25 16:48:48,Unknown Type,25.06408,55.21538,100.2,55.199993,Overcast
2024-09-25 16:43:07,Minor,25.21895999,55.5575,100.2,55.199993,Overcast
2024-09-25 16:58:26,Unknown Type,25.27742,55.35151,100.2,55.199993,Overcast
2024-09-25 16:59:38,Unknown Type,25.09930999,55.23170999,100.2,55.199993,Overcast
2024-09-25 16:00:54,Unknown Type,25.17078999,55.41358,100.2,55.199993,Overcast
2024-09-25 16:25:52,Minor,25.03512557,55.18046681,100.2,55.199993,Overcast
2024-09-25 16:55:33,Minor,25.20786023,55.40068618,100.2,55.199993,Overcast
2024-09-25 16:56:29,Violating Vehicles,25.10249,55.17145,100.2,55.199993,Overcast
2024-09-25 16:57:11,Minor,25.03597999,55.18037999,100.2,55.199993,Overcast
2024-09-25 16:01:04,Minor,25.24574886,55.28561824,100.2,55.199993,Overcast
2024-09-25 16:05:47,Minor,25.20277798,55.27861004,100.2,55.199993,Overcast
2024-09-25 15:56:04,Unknown Type,25.05738,55.16458,100.3,55.199986,Overcast
2024-09-25 15:51:43,Unknown Type,25.28675,55.37597999,100.3,55.199986,Overcast
2024-09-25 15:45:20,Unknown Type,25.21053478,55.27360161,100.3,55.199986,Overcast
2024-09-25 15:21:56,Unknown Type,25.28825,55.32209999,100.3,55.199986,Overcast
2024-09-25 15:10:15,Minor,25.04094999,55.18963999,100.3,55.199986,Overcast
2024-09-25 15:03:57,Violating Vehicles,25.16638999,55.39143999,100.3,55.199986,Overcast
2024-09-25 15:27:55,Minor,25.18969999,55.30492,100.3,55.199986,Overcast
2024-09-25 15:30:20,Minor,25.2275632,55.31942578,100.3,55.199986,Overcast
2024-09-25 15:43:19,Minor,25.17083746,55.26343517,100.3,55.199986,Overcast
2024-09-25 15:50:30,Unknown Type,25.25862999,55.29715999,100.3,55.199986,Overcast
2024-09-25 15:52:44,Unknown Type,25.17980839,55.39643711,100.3,55.199986,Overcast
2024-09-25 15:53:26,Minor,25.15996392,55.23752736,100.3,55.199986,Overcast
2024-09-25 15:04:21,Unknown Type,25.28198,55.38752,100.3,55.199986,Overcast
2024-09-25 15:07:28,Minor,25.08282,55.24905,100.3,55.199986,Overcast
2024-09-25 15:07:52,Minor,24.93477,55.12102,100.3,55.199986,Overcast
2024-09-25 15:08:41,Unknown Type,25.25741,55.38572,100.3,55.199986,Overcast
2024-09-25 15:09:55,Unknown Type,25.28086,55.38084999,100.3,55.199986,Overcast
2024-09-25 15:17:17,Minor,25.01744307,55.10825483,100.3,55.199986,Overcast
2024-09-25 15:18:34,Minor,25.11514,55.19110999,100.3,55.199986,Overcast
2024-09-25 15:19:47,Unknown Type,24.88694403,55.12639003,100.3,55.199986,Overcast
2024-09-25 15:31:02,Unknown Type,25.25840999,55.30588,100.3,55.199986,Overcast
2024-09-25 15:33:41,Unknown Type,25.13881,55.21598999,100.3,55.199986,Overcast
2024-09-25 15:01:25,Minor,25.05233,55.20722,100.3,55.199986,Overcast
2024-09-25 15:05:16,Minor,25.23150001,55.40369439,100.3,55.199986,Overcast
2024-09-25 14:56:50,Minor,25.07594052,55.14237038,100.3,53.7,Overcast
2024-09-25 14:35:45,Unknown Type,25.21315,55.27719,100.3,53.7,Overcast
2024-09-25 14:23:01,Unknown Type,24.98097884,55.14796109,100.3,53.7,Overcast
2024-09-25 14:16:56,Violating Vehicles,25.23754,55.42646,100.3,53.7,Overcast
2024-09-25 14:18:45,Minor,25.24296999,55.44889,100.3,53.7,Overcast
2024-09-25 14:27:55,Minor,25.16860997,55.45638998,100.3,53.7,Overcast
2024-09-25 14:30:46,Minor,25.08498733,55.21788135,100.3,53.7,Overcast
2024-09-25 14:39:35,Minor,24.97571043,55.08931077,100.3,53.7,Overcast
2024-09-25 14:48:45,Minor,25.19611113,55.44341664,100.3,53.7,Overcast
2024-09-25 14:09:32,Unknown Type,25.23628853,55.37793466,100.3,53.7,Overcast
2024-09-25 14:18:37,Unknown Type,25.07332,55.13244,100.3,53.7,Overcast
2024-09-25 14:26:58,Unknown Type,25.17538648,55.25785246,100.3,53.7,Overcast
2024-09-25 14:29:03,Unknown Type,25.18283999,55.29322999,100.3,53.7,Overcast
2024-09-25 13:55:59,Unknown Type,24.98339524,55.1536625,102.2,48.08,Overcast
2024-09-25 13:43:16,Minor,25.06676,55.24999999,102.2,48.08,Overcast
2024-09-25 13:55:39,Unknown Type,25.17734,55.25298999,102.2,48.08,Overcast
2024-09-25 13:25:12,Unknown Type,25.22569,55.28376,102.2,48.08,Overcast
2024-09-25 13:07:59,Violating Vehicles,25.14079,55.19455,102.2,48.08,Overcast
2024-09-25 13:15:48,Unknown Type,25.04183,55.11612999,102.2,48.08,Overcast
2024-09-25 13:09:40,Minor,25.08662094,55.39514584,102.2,48.08,Overcast
2024-09-25 13:10:15,Unknown Type,25.11322222,55.23677781,102.2,48.08,Overcast
2024-09-25 13:11:30,Minor,25.11601,55.19236999,102.2,48.08,Overcast
2024-09-25 13:12:14,Unknown Type,25.07805999,55.15400999,102.2,48.08,Overcast
2024-09-25 13:15:41,Minor,25.22816999,55.28722,102.2,48.08,Overcast
2024-09-25 13:18:52,Minor,25.15226047,55.2618159,102.2,48.08,Overcast
2024-09-25 13:22:54,Unknown Type,25.17410999,55.24504999,102.2,48.08,Overcast
2024-09-25 13:30:01,Minor,25.21962999,55.37087999,102.2,48.08,Overcast
2024-09-25 13:32:32,Unknown Type,25.27296999,55.35214,102.2,48.08,Overcast
2024-09-25 13:35:21,Minor,25.06594,55.23941999,102.2,48.08,Overcast
2024-09-25 06:13:05,Unknown Type,25.13952776,55.26626311,87.7,74.93,Clear
2024-09-25 06:48:37,Unknown Type,24.99878203,55.10909393,87.7,74.93,Clear
2024-09-25 06:53:50,Unknown Type,25.11330999,55.18757,87.7,74.93,Clear
2024-09-25 06:54:04,Minor,25.2847,55.32006999,87.7,74.93,Clear
2024-09-25 06:18:08,Minor,25.27867565,55.31525957,87.7,74.93,Clear
2024-09-25 06:29:39,Unknown Type,25.07554241,55.21203667,87.7,74.93,Clear
2024-09-25 06:31:32,Minor,25.06312611,55.13818505,87.7,74.93,Clear
2024-09-25 06:40:30,Violating Vehicles,25.23161314,55.26732061,87.7,74.93,Clear
2024-09-25 06:05:11,Unknown Type,25.19469,55.29144999,87.7,74.93,Clear
2024-09-25 06:13:23,Unknown Type,25.25220999,55.32899999,87.7,74.93,Clear
2024-09-25 06:19:41,Unknown Type,25.10113907,55.23481952,87.7,74.93,Clear
2024-09-25 09:45:56,Minor,24.95453999,55.50176999,91.3,70.86,Clear
2024-09-25 09:45:23,Unknown Type,25.23057,55.32285,91.3,70.86,Clear
2024-09-25 09:35:48,Unknown Type,25.09594447,55.17486113,91.3,70.86,Clear
2024-09-25 09:14:37,Minor,25.09605051,55.24084653,91.3,70.86,Clear
2024-09-25 09:21:05,Unknown Type,25.14451565,55.25871219,91.3,70.86,Clear
2024-09-25 09:27:27,Minor,25.05370765,55.31305939,91.3,70.86,Clear
2024-09-25 09:56:11,Minor,25.18195999,55.28681999,91.3,70.86,Clear
2024-09-25 09:20:50,Unknown Type,25.09000002,55.36471995,91.3,70.86,Clear
2024-09-25 09:21:36,Minor,25.13402032,55.45874938,91.3,70.86,Clear
2024-09-25 09:23:28,Minor,25.10260406,55.33665456,91.3,70.86,Clear
2024-09-25 09:27:17,Minor,25.08811896,55.2682448,91.3,70.86,Clear
2024-09-25 09:29:56,Violating Vehicles,25.20748,55.33433999,91.3,70.86,Clear
2024-09-25 11:14:19,Unknown Type,25.20804999,55.27324,98.5,53.45,Overcast
2024-09-25 11:25:19,Unknown Type,25.22213999,55.28279,98.5,53.45,Overcast
2024-09-25 11:29:40,Unknown Type,25.14454,55.26285,98.5,53.45,Overcast
2024-09-25 11:42:30,Minor,25.19944,55.27488,98.5,53.45,Overcast
2024-09-25 11:00:02,Minor,25.17649161,55.51324412,98.5,53.45,Overcast
2024-09-25 11:04:48,Minor,25.09748362,55.20253363,98.5,53.45,Overcast
2024-09-25 11:24:09,Minor,25.26854295,55.3394785,98.5,53.45,Overcast
2024-09-25 11:36:10,Unknown Type,25.07803999,55.15850999,98.5,53.45,Overcast
2024-09-25 11:57:37,Minor,25.08684,55.36422,98.5,53.45,Overcast
2024-09-25 11:16:38,Unknown Type,25.12948571,55.21362983,98.5,53.45,Overcast
2024-09-25 11:20:59,Unknown Type,25.24572,55.31906,98.5,53.45,Overcast
2024-09-25 11:26:49,Unknown Type,25.13116193,55.19750575,98.5,53.45,Overcast
2024-09-25 11:31:09,Unknown Type,25.29282506,55.39289839,98.5,53.45,Overcast
2024-09-25 11:31:34,Minor,25.21048611,55.36370719,98.5,53.45,Overcast
2024-09-25 11:01:53,Minor,25.2511032,55.40704722,98.5,53.45,Overcast
2024-09-25 10:07:25,Unknown Type,25.29082328,55.33001374,94.7,63.4,Cloudy
2024-09-25 10:03:16,Unknown Type,25.02866,55.23585,94.7,63.4,Cloudy
2024-09-25 10:10:56,Unknown Type,25.06108,55.22782,94.7,63.4,Cloudy
2024-09-25 10:12:08,Minor,25.22540087,55.28556953,94.7,63.4,Cloudy
2024-09-25 10:24:27,Minor,25.27204368,55.39732395,94.7,63.4,Cloudy
2024-09-25 10:44:59,Minor,25.224271,55.34037117,94.7,63.4,Cloudy
2024-09-25 10:48:13,Unknown Type,25.19221997,55.38638997,94.7,63.4,Cloudy
2024-09-25 10:49:56,Minor,24.8311944,55.07469441,94.7,63.4,Cloudy
2024-09-25 10:54:25,Minor,25.2172533,55.40560675,94.7,63.4,Cloudy
2024-09-25 10:55:00,Unknown Type,24.85652999,55.05825999,94.7,63.4,Cloudy
2024-09-25 10:59:57,Minor,25.2717577,55.39592621,94.7,63.4,Cloudy
2024-09-25 10:07:05,Unknown Type,25.05828,55.27154999,94.7,63.4,Cloudy
2024-09-25 10:07:55,Minor,25.07693307,55.24846624,94.7,63.4,Cloudy
2024-09-25 10:18:45,Minor,25.0170007,55.12861022,94.7,63.4,Cloudy
2024-09-25 10:20:59,Unknown Type,25.22753529,55.39192557,94.7,63.4,Cloudy
2024-09-25 10:22:15,Minor,25.16146999,55.43030999,94.7,63.4,Cloudy
2024-09-25 10:23:47,Minor,25.2251,55.34291,94.7,63.4,Cloudy
2024-09-25 10:27:57,Minor,25.21522017,55.27374527,94.7,63.4,Cloudy
2024-09-25 10:30:05,Unknown Type,25.23348832,55.33711201,94.7,63.4,Cloudy
2024-09-25 08:12:15,Unknown Type,25.11235533,55.23169799,89.5,70.76,Clear
2024-09-25 08:44:23,Minor,25.16693601,55.29199948,89.5,70.76,Clear
2024-09-25 08:56:14,Unknown Type,25.08326398,55.23769413,89.5,70.76,Clear
2024-09-25 08:09:10,Unknown Type,25.28951883,55.32639205,89.5,70.76,Clear
2024-09-25 08:33:29,Minor,25.0988263,55.30517485,89.5,70.76,Clear
2024-09-25 08:57:05,Unknown Type,25.09638999,55.38601999,89.5,70.76,Clear
2024-09-25 08:36:56,Minor,25.1824842,55.50204782,89.5,70.76,Clear
2024-09-25 08:37:15,Minor,25.074815,55.30426174,89.5,70.76,Clear
2024-09-25 08:43:22,Minor,25.01173416,55.08473366,89.5,70.76,Clear
2024-09-25 08:44:40,Minor,25.04191,55.22846999,89.5,70.76,Clear
2024-09-25 08:45:32,Unknown Type,25.24740999,55.32113,89.5,70.76,Clear
2024-09-25 08:51:37,Unknown Type,25.232148,55.36853709,89.5,70.76,Clear
2024-09-25 08:06:38,Unknown Type,25.11937999,55.20974999,89.5,70.76,Clear
2024-09-25 08:14:21,Minor,25.01753761,55.45528773,89.5,70.76,Clear
2024-09-25 08:14:22,Minor,25.10150121,55.3097409,89.5,70.76,Clear
2024-09-25 08:21:02,Unknown Type,24.97007865,55.18547846,89.5,70.76,Clear
2024-09-25 07:23:52,Unknown Type,24.94164848,55.04653554,87.6,75.12,Clear
2024-09-25 07:06:28,Minor,25.10121,55.24323,87.6,75.12,Clear
2024-09-25 07:16:05,Unknown Type,25.24242,55.29035999,87.6,75.12,Clear
2024-09-25 07:23:50,Unknown Type,25.23014999,55.29176,87.6,75.12,Clear
2024-09-25 07:37:34,Unknown Type,25.15462,55.4033,87.6,75.12,Clear
2024-09-25 07:47:13,Unknown Type,25.24200999,55.45299999,87.6,75.12,Clear
2024-09-25 07:06:54,Minor,25.01699539,55.15993684,87.6,75.12,Clear
2024-09-25 07:12:34,Minor,25.14599,55.44733999,87.6,75.12,Clear
2024-09-25 07:24:08,Minor,25.11855,55.39552999,87.6,75.12,Clear
2024-09-25 07:36:56,Minor,24.98192864,55.09286621,87.6,75.12,Clear
2024-09-25 07:42:08,Unknown Type,25.24313999,55.33948,87.6,75.12,Clear
2024-09-25 07:48:30,Unknown Type,25.18189018,55.31840292,87.6,75.12,Clear
2024-09-25 07:55:58,Unknown Type,25.17794448,55.23524996,87.6,75.12,Clear
2024-09-25 07:59:21,Minor,25.17734112,55.33791645,87.6,75.12,Clear
2024-09-25 07:12:07,Minor,24.95420466,55.49675966,87.6,75.12,Clear
2024-09-25 07:24:05,Minor,25.13255609,55.22178758,87.6,75.12,Clear
2024-09-25 03:16:50,Unknown Type,24.95235999,55.24026,89.5,74.97,Clear
2024-09-25 03:07:38,Unknown Type,25.09866876,55.33372951,89.5,74.97,Clear
2024-09-25 03:14:38,Unknown Type,25.16604791,55.23561204,89.5,74.97,Clear
2024-09-25 03:04:21,Unknown Type,25.19847,55.27784,89.5,74.97,Clear
2024-09-25 03:16:16,Minor,25.1380174,55.29383485,89.5,74.97,Clear
2024-09-25 03:02:27,Unknown Type,25.09866876,55.33372951,89.5,74.97,Clear
2024-09-25 05:50:10,Unknown Type,25.28741,55.32475,87.7,75.0,Clear
2024-09-25 05:58:36,Unknown Type,25.08101913,55.21592274,87.7,75.0,Clear
2024-09-25 05:03:48,Minor,25.15845,55.25489999,87.7,75.0,Clear
2024-09-25 05:37:26,Unknown Type,25.12443999,55.20168999,87.7,75.0,Clear
2024-09-25 04:33:45,Minor,25.28098941,55.35590747,89.4,75.0,Clear
2024-09-25 02:40:03,Violating Vehicles,25.06414,55.21644,91.2,75.15,Clear
2024-09-25 02:57:26,Violating Vehicles,25.19357065,55.28960209,91.2,75.15,Clear
2024-09-25 02:33:29,Unknown Type,25.26741999,55.47221,91.2,75.15,Clear
2024-09-25 02:04:34,Violating Vehicles,25.1690639,55.39994351,91.2,75.15,Clear
2024-09-25 02:13:36,Minor,25.27088,55.41583999,91.2,75.15,Clear
2024-09-25 02:25:31,Unknown Type,24.85265,55.56436999,91.2,75.15,Clear
2024-09-25 01:14:23,Unknown Type,24.85633379,55.06150263,91.2,75.36,Clear
2024-09-25 01:26:07,Unknown Type,25.28952999,55.32877,91.2,75.36,Clear
2024-09-25 01:51:58,Unknown Type,25.26076381,55.40567895,91.2,75.36,Clear
2024-09-25 01:22:05,Unknown Type,25.27348999,55.31713,91.2,75.36,Clear
2024-09-25 01:28:24,Unknown Type,25.12160215,55.2313959,91.2,75.36,Clear
2024-09-25 01:51:45,Unknown Type,25.29410767,55.32996728,91.2,75.36,Clear
2024-09-25 00:46:45,Unknown Type,25.10085026,55.1577044,91.3,74.88,Clear
2024-09-25 00:59:37,Violating Vehicles,25.16916701,55.25444398,91.3,74.88,Clear
2024-09-25 00:26:18,Unknown Type,25.19373449,55.396997,91.3,74.88,Clear
2024-09-25 00:14:27,Unknown Type,25.06212457,55.24030497,91.3,74.88,Clear
2024-09-25 00:16:08,Unknown Type,25.23356226,55.43568901,91.3,74.88,Clear
2024-09-24 22:26:40,Minor,25.24979364,55.45386158,93.1,66.72,Clear
2024-09-24 22:37:47,Unknown Type,25.27099999,55.39629,93.1,66.72,Clear
2024-09-24 22:51:36,Unknown Type,25.16707478,55.25179944,93.1,66.72,Clear
2024-09-24 22:59:10,Unknown Type,25.16064382,55.25447499,93.1,66.72,Clear
2024-09-24 22:13:55,Unknown Type,25.23159718,55.31720354,93.1,66.72,Clear
2024-09-24 22:20:28,Unknown Type,25.28781083,55.37284449,93.1,66.72,Clear
2024-09-24 22:35:29,Unknown Type,25.19413999,55.40613999,93.1,66.72,Clear
2024-09-24 22:08:51,Unknown Type,25.19953056,55.40798875,93.1,66.72,Clear
2024-09-24 22:17:10,Unknown Type,25.23004,55.31463999,93.1,66.72,Clear
2024-09-24 22:32:12,Unknown Type,25.06423,55.13910999,93.1,66.72,Clear
2024-09-24 22:57:47,Minor,25.15072,55.26131999,93.1,66.72,Clear
2024-09-24 23:24:03,Unknown Type,25.18497999,55.32652,94.9,59.99,Clear
2024-09-24 23:36:44,Unknown Type,25.29225425,55.39465541,94.9,59.99,Clear
2024-09-24 23:45:26,Unknown Type,25.23520999,55.32543,94.9,59.99,Clear
2024-09-24 23:46:20,Unknown Type,25.22916375,55.2795793,94.9,59.99,Clear
2024-09-24 23:52:49,Unknown Type,25.21182477,55.27649515,94.9,59.99,Clear
2024-09-24 23:56:49,Violating Vehicles,25.16051,55.25565999,94.9,59.99,Clear
2024-09-24 23:17:34,Unknown Type,25.20977985,55.25056305,94.9,59.99,Clear
2024-09-24 21:07:00,Unknown Type,24.98513,55.10598999,94.8,63.63,Clear
2024-09-24 21:47:38,Unknown Type,25.23131407,55.326116,94.8,63.63,Clear
2024-09-24 21:03:46,Minor,25.27088261,55.3958303,94.8,63.63,Clear
2024-09-24 21:34:23,Minor,25.16918078,55.33930934,94.8,63.63,Clear
2024-09-24 21:35:39,Unknown Type,25.17153999,55.40121999,94.8,63.63,Clear
2024-09-24 21:36:03,Unknown Type,25.12322,55.18009999,94.8,63.63,Clear
2024-09-24 21:47:55,Unknown Type,25.23264999,55.31146999,94.8,63.63,Clear
2024-09-24 21:51:05,Unknown Type,25.135848,55.25033302,94.8,63.63,Clear
2024-09-24 21:53:36,Unknown Type,25.18992979,55.28083007,94.8,63.63,Clear
2024-09-24 21:11:58,Unknown Type,25.19483319,55.25270907,94.8,63.63,Clear
2024-09-24 21:24:37,Unknown Type,25.14948733,55.37091366,94.8,63.63,Clear
2024-09-24 21:35:13,Minor,25.26338236,55.39614465,94.8,63.63,Clear
2024-09-24 21:44:23,Minor,25.18901964,55.25741597,94.8,63.63,Clear
2024-09-24 21:50:23,Minor,25.20091999,55.23267999,94.8,63.63,Clear
2024-09-24 21:03:41,Unknown Type,25.1892,55.408,94.8,63.63,Clear
2024-09-24 20:59:05,Minor,25.2346807,55.42515774,94.9,59.92,Clear
2024-09-24 20:49:01,Unknown Type,25.16730378,55.41069053,94.9,59.92,Clear
2024-09-24 20:15:54,Minor,25.11640999,55.36794,94.9,59.92,Clear
2024-09-24 20:47:18,Unknown Type,25.1889,55.26663,94.9,59.92,Clear
2024-09-24 20:08:44,Unknown Type,24.83588999,55.30132,94.9,59.92,Clear
2024-09-24 20:55:45,Unknown Type,25.26104655,55.45176027,94.9,59.92,Clear
2024-09-24 20:59:32,Minor,25.22485,55.55966999,94.9,59.92,Clear
2024-09-24 20:05:34,Unknown Type,25.10637999,55.23637999,94.9,59.92,Clear
2024-09-24 20:21:39,Unknown Type,25.22308659,55.3742952,94.9,59.92,Clear
2024-09-24 20:31:13,Unknown Type,25.07604999,55.20048,94.9,59.92,Clear
2024-09-24 20:34:32,Minor,25.04778162,55.12909946,94.9,59.92,Clear
2024-09-24 20:46:45,Minor,25.15405041,55.26127729,94.9,59.92,Clear
2024-09-24 20:46:50,Minor,25.25006742,55.34795811,94.9,59.92,Clear
2024-09-24 20:16:54,Unknown Type,25.07581676,55.13514667,94.9,59.92,Clear
2024-09-24 19:15:42,Unknown Type,25.14358089,55.2324234,94.9,62.96,Clear
2024-09-24 19:26:54,Unknown Type,25.12160795,55.40382379,94.9,62.96,Clear
2024-09-24 19:32:51,Minor,24.97481,55.14223,94.9,62.96,Clear
2024-09-24 19:39:43,Unknown Type,25.18388696,55.23861298,94.9,62.96,Clear
2024-09-24 19:47:39,Unknown Type,25.23400999,55.32413999,94.9,62.96,Clear
2024-09-24 19:23:23,Unknown Type,25.19195493,55.24616759,94.9,62.96,Clear
2024-09-24 19:38:27,Unknown Type,25.09971313,55.179394,94.9,62.96,Clear
2024-09-24 19:57:20,Unknown Type,25.21838999,55.40964999,94.9,62.96,Clear
2024-09-24 19:06:39,Minor,25.20749996,55.42055498,94.9,62.96,Clear
2024-09-24 19:08:46,Unknown Type,25.198332,55.24222001,94.9,62.96,Clear
2024-09-24 19:18:14,Minor,25.25484,55.40025999,94.9,62.96,Clear
2024-09-24 19:23:56,Minor,25.16876,55.36005,94.9,62.96,Clear
2024-09-24 19:27:30,Minor,25.17534841,55.24356467,94.9,62.96,Clear
2024-09-24 19:31:50,Minor,24.99965573,55.09497841,94.9,62.96,Clear
2024-09-24 19:34:47,Unknown Type,25.1459,55.26121999,94.9,62.96,Clear
2024-09-24 19:36:26,Minor,25.06400459,55.19837352,94.9,62.96,Clear
2024-09-24 19:36:38,Minor,25.25326999,55.33677999,94.9,62.96,Clear
2024-09-24 19:40:18,Minor,25.18972198,55.29638698,94.9,62.96,Clear
2024-09-24 19:43:02,Unknown Type,25.16369999,55.21214999,94.9,62.96,Clear
2024-09-24 19:51:17,Unknown Type,25.23432463,55.37106778,94.9,62.96,Clear
2024-09-24 19:08:46,Minor,25.01757227,55.1117075,94.9,62.96,Clear
2024-09-24 19:19:39,Unknown Type,24.99323,55.12789999,94.9,62.96,Clear
2024-09-24 19:22:36,Unknown Type,25.26055498,55.38138598,94.9,62.96,Clear
2024-09-24 19:26:15,Unknown Type,25.08568999,55.14423999,94.9,62.96,Clear
2024-09-24 19:29:58,Unknown Type,25.20384196,55.37609588,94.9,62.96,Clear
2024-09-24 19:04:21,Unknown Type,24.85268999,55.00861999,94.9,62.96,Clear
2024-09-24 13:55:49,Unknown Type,25.14084329,55.2661532,100.2,54.16,Clear
